в мешке 3 красных шара и 8 синих шаров. какова вероятность вынуть синий? 3 + 8 = 11, и вероятность есть 8 из 11.
в мешке 3 синих ореха и 2 жёлтых ореха. какова вероятность вынуть синий или жёлтый? других нет, и вероятность есть 5 из 5.
в мешке 6 синих камней и 2 жёлтых камня. какова вероятность вынуть чёрный? чёрных в мешке нет, и вероятность есть 0 из 8.

a bag holds 3 red balls and 8 blue balls. what is the chance of drawing a blue one? 3 + 8 = 11, and the chance is 8 out of 11.
a bag holds 2 red balls and 3 blue balls. what is the chance of drawing a red one? 2 + 3 = 5, and the chance is 2 out of 5.
a bag holds 4 green stones and 6 red stones. what is the chance of drawing a red one? 4 + 6 = 10, and the chance is 6 out of 10.
a bag holds 2 green stones and 8 red stones. what is the chance of drawing a green one? 2 + 8 = 10, and the chance is 2 out of 10.
a bag holds 5 black keys and 4 green keys. what is the chance of drawing a green one? 5 + 4 = 9, and the chance is 4 out of 9.
a bag holds 3 black keys and 6 green keys. what is the chance of drawing a black one? 3 + 6 = 9, and the chance is 3 out of 9.
a bag holds 6 white nuts and 4 black nuts. what is the chance of drawing a black one? 6 + 4 = 10, and the chance is 4 out of 10.
a bag holds 4 white nuts and 3 black nuts. what is the chance of drawing a white one? 4 + 3 = 7, and the chance is 4 out of 7.
a bag holds 2 yellow keys and 5 white keys. what is the chance of drawing a white one? 2 + 5 = 7, and the chance is 5 out of 7.
a bag holds 5 yellow balls and 2 white balls. what is the chance of drawing a yellow one? 5 + 2 = 7, and the chance is 5 out of 7.
a bag holds 3 blue nuts and 2 yellow nuts. what is the chance of drawing a yellow one? 3 + 2 = 5, and the chance is 2 out of 5.
a bag holds 6 blue stones and 2 yellow stones. what is the chance of drawing a blue one? 6 + 2 = 8, and the chance is 6 out of 8.

a bag holds 3 red balls and 8 blue balls. what is the chance of drawing a red or blue one? there are no others, and the chance is 11 out of 11.
a bag holds 2 red balls and 3 blue balls. what is the chance of drawing a white one? the bag holds no white ones, and the chance is 0 out of 5.
a bag holds 4 green stones and 6 red stones. what is the chance of drawing a green or red one? there are no others, and the chance is 10 out of 10.
a bag holds 2 green stones and 8 red stones. what is the chance of drawing a yellow one? the bag holds no yellow ones, and the chance is 0 out of 10.
a bag holds 5 black keys and 4 green keys. what is the chance of drawing a black or green one? there are no others, and the chance is 9 out of 9.
a bag holds 3 black keys and 6 green keys. what is the chance of drawing a blue one? the bag holds no blue ones, and the chance is 0 out of 9.
a bag holds 6 white nuts and 4 black nuts. what is the chance of drawing a white or black one? there are no others, and the chance is 10 out of 10.
a bag holds 4 white nuts and 3 black nuts. what is the chance of drawing a red one? the bag holds no red ones, and the chance is 0 out of 7.
a bag holds 2 yellow keys and 5 white keys. what is the chance of drawing a yellow or white one? there are no others, and the chance is 7 out of 7.
a bag holds 5 yellow balls and 2 white balls. what is the chance of drawing a green one? the bag holds no green ones, and the chance is 0 out of 7.
a bag holds 3 blue nuts and 2 yellow nuts. what is the chance of drawing a blue or yellow one? there are no others, and the chance is 5 out of 5.
a bag holds 6 blue stones and 2 yellow stones. what is the chance of drawing a black one? the bag holds no black ones, and the chance is 0 out of 8.

в мешке 2 зелёных камня и 8 красных камней. какова вероятность вынуть красный? 2 + 8 = 10, и вероятность есть 8 из 10.
в мешке 3 жёлтых шара и 4 белых шара. какова вероятность вынуть жёлтый? 3 + 4 = 7, и вероятность есть 3 из 7.
в мешке 3 чёрных ключа и 6 зелёных ключей. какова вероятность вынуть зелёный? 3 + 6 = 9, и вероятность есть 6 из 9.
в мешке 3 синих камня и 9 жёлтых камней. какова вероятность вынуть синий? 3 + 9 = 12, и вероятность есть 3 из 12.
в мешке 4 белых ореха и 3 чёрных ореха. какова вероятность вынуть чёрный? 4 + 3 = 7, и вероятность есть 3 из 7.
в мешке 4 красных ключа и 7 синих ключей. какова вероятность вынуть красный? 4 + 7 = 11, и вероятность есть 4 из 11.
в мешке 5 жёлтых шаров и 2 белых шара. какова вероятность вынуть белый? 5 + 2 = 7, и вероятность есть 2 из 7.
в мешке 5 зелёных орехов и 6 красных орехов. какова вероятность вынуть зелёный? 5 + 6 = 11, и вероятность есть 5 из 11.
в мешке 6 синих камней и 2 жёлтых камня. какова вероятность вынуть жёлтый? 6 + 2 = 8, и вероятность есть 2 из 8.
в мешке 2 красных шара и 3 синих шара. какова вероятность вынуть синий? 2 + 3 = 5, и вероятность есть 3 из 5.
в мешке 2 белых ореха и 6 чёрных орехов. какова вероятность вынуть белый? 2 + 6 = 8, и вероятность есть 2 из 8.

в мешке 2 зелёных камня и 8 красных камней. какова вероятность вынуть зелёный или красный? других нет, и вероятность есть 10 из 10.
в мешке 3 жёлтых шара и 4 белых шара. какова вероятность вынуть зелёный? зелёных в мешке нет, и вероятность есть 0 из 7.
в мешке 3 чёрных ключа и 6 зелёных ключей. какова вероятность вынуть чёрный или зелёный? других нет, и вероятность есть 9 из 9.
в мешке 3 синих камня и 9 жёлтых камней. какова вероятность вынуть чёрный? чёрных в мешке нет, и вероятность есть 0 из 12.
в мешке 4 белых ореха и 3 чёрных ореха. какова вероятность вынуть белый или чёрный? других нет, и вероятность есть 7 из 7.
в мешке 4 красных ключа и 7 синих ключей. какова вероятность вынуть белый? белых в мешке нет, и вероятность есть 0 из 11.
в мешке 5 жёлтых шаров и 2 белых шара. какова вероятность вынуть жёлтый или белый? других нет, и вероятность есть 7 из 7.
в мешке 5 зелёных орехов и 6 красных орехов. какова вероятность вынуть жёлтый? жёлтых в мешке нет, и вероятность есть 0 из 11.
в мешке 6 синих камней и 2 жёлтых камня. какова вероятность вынуть синий или жёлтый? других нет, и вероятность есть 8 из 8.
в мешке 2 красных шара и 3 синих шара. какова вероятность вынуть красный или синий? других нет, и вероятность есть 5 из 5.
в мешке 2 белых ореха и 6 чёрных орехов. какова вероятность вынуть красный? красных в мешке нет, и вероятность есть 0 из 8.

a bag holds 2 green stones and 8 red stones. what is the chance of drawing a red one? 2 + 8 = 10, and the chance is 8 out of 10.
a bag holds 3 yellow balls and 4 white balls. what is the chance of drawing a yellow one? 3 + 4 = 7, and the chance is 3 out of 7.
a bag holds 3 black keys and 6 green keys. what is the chance of drawing a green one? 3 + 6 = 9, and the chance is 6 out of 9.
a bag holds 3 blue stones and 9 yellow stones. what is the chance of drawing a blue one? 3 + 9 = 12, and the chance is 3 out of 12.
a bag holds 4 white nuts and 3 black nuts. what is the chance of drawing a black one? 4 + 3 = 7, and the chance is 3 out of 7.
a bag holds 4 red keys and 7 blue keys. what is the chance of drawing a red one? 4 + 7 = 11, and the chance is 4 out of 11.
a bag holds 5 yellow balls and 2 white balls. what is the chance of drawing a white one? 5 + 2 = 7, and the chance is 2 out of 7.
a bag holds 5 green nuts and 6 red nuts. what is the chance of drawing a green one? 5 + 6 = 11, and the chance is 5 out of 11.
a bag holds 6 blue stones and 2 yellow stones. what is the chance of drawing a yellow one? 6 + 2 = 8, and the chance is 2 out of 8.
a bag holds 2 red balls and 3 blue balls. what is the chance of drawing a blue one? 2 + 3 = 5, and the chance is 3 out of 5.
a bag holds 2 white nuts and 6 black nuts. what is the chance of drawing a white one? 2 + 6 = 8, and the chance is 2 out of 8.

a bag holds 2 green stones and 8 red stones. what is the chance of drawing a green or red one? there are no others, and the chance is 10 out of 10.
a bag holds 3 yellow balls and 4 white balls. what is the chance of drawing a green one? the bag holds no green ones, and the chance is 0 out of 7.
a bag holds 3 black keys and 6 green keys. what is the chance of drawing a black or green one? there are no others, and the chance is 9 out of 9.
a bag holds 3 blue stones and 9 yellow stones. what is the chance of drawing a black one? the bag holds no black ones, and the chance is 0 out of 12.
a bag holds 4 white nuts and 3 black nuts. what is the chance of drawing a white or black one? there are no others, and the chance is 7 out of 7.
a bag holds 4 red keys and 7 blue keys. what is the chance of drawing a white one? the bag holds no white ones, and the chance is 0 out of 11.
a bag holds 5 yellow balls and 2 white balls. what is the chance of drawing a yellow or white one? there are no others, and the chance is 7 out of 7.
a bag holds 5 green nuts and 6 red nuts. what is the chance of drawing a yellow one? the bag holds no yellow ones, and the chance is 0 out of 11.
a bag holds 6 blue stones and 2 yellow stones. what is the chance of drawing a blue or yellow one? there are no others, and the chance is 8 out of 8.
a bag holds 2 red balls and 3 blue balls. what is the chance of drawing a red or blue one? there are no others, and the chance is 5 out of 5.
a bag holds 2 white nuts and 6 black nuts. what is the chance of drawing a red one? the bag holds no red ones, and the chance is 0 out of 8.

в мешке 5 зелёных орехов и 6 красных орехов. какова вероятность вынуть красный? 5 + 6 = 11, и вероятность есть 6 из 11.
в мешке 2 синих камня и 4 жёлтых камня. какова вероятность вынуть синий? 2 + 4 = 6, и вероятность есть 2 из 6.
в мешке 2 красных ключа и 9 синих ключей. какова вероятность вынуть красный? 2 + 9 = 11, и вероятность есть 2 из 11.
в мешке 3 зелёных ореха и 7 красных орехов. какова вероятность вынуть зелёный? 3 + 7 = 10, и вероятность есть 3 из 10.
в мешке 4 чёрных шара и 5 зелёных шаров. какова вероятность вынуть чёрный? 4 + 5 = 9, и вероятность есть 4 из 9.
в мешке 5 белых камней и 3 чёрных камня. какова вероятность вынуть белый? 5 + 3 = 8, и вероятность есть 5 из 8.
в мешке 6 жёлтых ключей и 3 белых ключа. какова вероятность вынуть жёлтый? 6 + 3 = 9, и вероятность есть 6 из 9.
в мешке 2 белых ореха и 6 чёрных орехов. какова вероятность вынуть чёрный? 2 + 6 = 8, и вероятность есть 6 из 8.
в мешке 3 жёлтых шара и 4 белых шара. какова вероятность вынуть белый? 3 + 4 = 7, и вероятность есть 4 из 7.
в мешке 3 синих камня и 9 жёлтых камней. какова вероятность вынуть жёлтый? 3 + 9 = 12, и вероятность есть 9 из 12.
в мешке 4 красных ключа и 7 синих ключей. какова вероятность вынуть синий? 4 + 7 = 11, и вероятность есть 7 из 11.

в мешке 5 зелёных орехов и 6 красных орехов. какова вероятность вынуть зелёный или красный? других нет, и вероятность есть 11 из 11.
в мешке 2 синих камня и 4 жёлтых камня. какова вероятность вынуть чёрный? чёрных в мешке нет, и вероятность есть 0 из 6.
в мешке 2 красных ключа и 9 синих ключей. какова вероятность вынуть белый? белых в мешке нет, и вероятность есть 0 из 11.
в мешке 3 зелёных ореха и 7 красных орехов. какова вероятность вынуть жёлтый? жёлтых в мешке нет, и вероятность есть 0 из 10.
в мешке 4 чёрных шара и 5 зелёных шаров. какова вероятность вынуть синий? синих в мешке нет, и вероятность есть 0 из 9.
в мешке 5 белых камней и 3 чёрных камня. какова вероятность вынуть красный? красных в мешке нет, и вероятность есть 0 из 8.
в мешке 6 жёлтых ключей и 3 белых ключа. какова вероятность вынуть зелёный? зелёных в мешке нет, и вероятность есть 0 из 9.
в мешке 2 белых ореха и 6 чёрных орехов. какова вероятность вынуть белый или чёрный? других нет, и вероятность есть 8 из 8.
в мешке 3 жёлтых шара и 4 белых шара. какова вероятность вынуть жёлтый или белый? других нет, и вероятность есть 7 из 7.
в мешке 3 синих камня и 9 жёлтых камней. какова вероятность вынуть синий или жёлтый? других нет, и вероятность есть 12 из 12.
в мешке 4 красных ключа и 7 синих ключей. какова вероятность вынуть красный или синий? других нет, и вероятность есть 11 из 11.

a bag holds 5 green nuts and 6 red nuts. what is the chance of drawing a red one? 5 + 6 = 11, and the chance is 6 out of 11.
a bag holds 2 blue stones and 4 yellow stones. what is the chance of drawing a blue one? 2 + 4 = 6, and the chance is 2 out of 6.
a bag holds 2 red keys and 9 blue keys. what is the chance of drawing a red one? 2 + 9 = 11, and the chance is 2 out of 11.
a bag holds 3 green nuts and 7 red nuts. what is the chance of drawing a green one? 3 + 7 = 10, and the chance is 3 out of 10.
a bag holds 4 black balls and 5 green balls. what is the chance of drawing a black one? 4 + 5 = 9, and the chance is 4 out of 9.
a bag holds 5 white stones and 3 black stones. what is the chance of drawing a white one? 5 + 3 = 8, and the chance is 5 out of 8.
a bag holds 6 yellow keys and 3 white keys. what is the chance of drawing a yellow one? 6 + 3 = 9, and the chance is 6 out of 9.
a bag holds 2 white nuts and 6 black nuts. what is the chance of drawing a black one? 2 + 6 = 8, and the chance is 6 out of 8.
a bag holds 3 yellow balls and 4 white balls. what is the chance of drawing a white one? 3 + 4 = 7, and the chance is 4 out of 7.
a bag holds 3 blue stones and 9 yellow stones. what is the chance of drawing a yellow one? 3 + 9 = 12, and the chance is 9 out of 12.
a bag holds 4 red keys and 7 blue keys. what is the chance of drawing a blue one? 4 + 7 = 11, and the chance is 7 out of 11.

a bag holds 5 green nuts and 6 red nuts. what is the chance of drawing a green or red one? there are no others, and the chance is 11 out of 11.
a bag holds 2 blue stones and 4 yellow stones. what is the chance of drawing a black one? the bag holds no black ones, and the chance is 0 out of 6.
a bag holds 2 red keys and 9 blue keys. what is the chance of drawing a white one? the bag holds no white ones, and the chance is 0 out of 11.
a bag holds 3 green nuts and 7 red nuts. what is the chance of drawing a yellow one? the bag holds no yellow ones, and the chance is 0 out of 10.
a bag holds 4 black balls and 5 green balls. what is the chance of drawing a blue one? the bag holds no blue ones, and the chance is 0 out of 9.
a bag holds 5 white stones and 3 black stones. what is the chance of drawing a red one? the bag holds no red ones, and the chance is 0 out of 8.
a bag holds 6 yellow keys and 3 white keys. what is the chance of drawing a green one? the bag holds no green ones, and the chance is 0 out of 9.
a bag holds 2 white nuts and 6 black nuts. what is the chance of drawing a white or black one? there are no others, and the chance is 8 out of 8.
a bag holds 3 yellow balls and 4 white balls. what is the chance of drawing a yellow or white one? there are no others, and the chance is 7 out of 7.
a bag holds 3 blue stones and 9 yellow stones. what is the chance of drawing a blue or yellow one? there are no others, and the chance is 12 out of 12.
a bag holds 4 red keys and 7 blue keys. what is the chance of drawing a red or blue one? there are no others, and the chance is 11 out of 11.

в мешке 3 зелёных ореха и 7 красных орехов. какова вероятность вынуть красный? 3 + 7 = 10, и вероятность есть 7 из 10.
в мешке 6 жёлтых ключей и 3 белых ключа. какова вероятность вынуть белый? 6 + 3 = 9, и вероятность есть 3 из 9.
в мешке 4 жёлтых ключа и 2 белых ключа. какова вероятность вынуть жёлтый? 4 + 2 = 6, и вероятность есть 4 из 6.
в мешке 2 синих камня и 4 жёлтых камня. какова вероятность вынуть жёлтый? 2 + 4 = 6, и вероятность есть 4 из 6.
в мешке 4 чёрных шара и 5 зелёных шаров. какова вероятность вынуть зелёный? 4 + 5 = 9, и вероятность есть 5 из 9.
в мешке 2 чёрных шара и 7 зелёных шаров. какова вероятность вынуть чёрный? 2 + 7 = 9, и вероятность есть 2 из 9.
в мешке 4 синих ореха и 8 жёлтых орехов. какова вероятность вынуть синий? 4 + 8 = 12, и вероятность есть 4 из 12.
в мешке 2 красных ключа и 9 синих ключей. какова вероятность вынуть синий? 2 + 9 = 11, и вероятность есть 9 из 11.
в мешке 5 белых камней и 3 чёрных камня. какова вероятность вынуть чёрный? 5 + 3 = 8, и вероятность есть 3 из 8.
в мешке 3 белых камня и 5 чёрных камней. какова вероятность вынуть белый? 3 + 5 = 8, и вероятность есть 3 из 8.
в мешке 5 красных шаров и 7 синих шаров. какова вероятность вынуть красный? 5 + 7 = 12, и вероятность есть 5 из 12.

в мешке 3 зелёных ореха и 7 красных орехов. какова вероятность вынуть зелёный или красный? других нет, и вероятность есть 10 из 10.
в мешке 6 жёлтых ключей и 3 белых ключа. какова вероятность вынуть жёлтый или белый? других нет, и вероятность есть 9 из 9.
в мешке 4 жёлтых ключа и 2 белых ключа. какова вероятность вынуть зелёный? зелёных в мешке нет, и вероятность есть 0 из 6.
в мешке 2 синих камня и 4 жёлтых камня. какова вероятность вынуть синий или жёлтый? других нет, и вероятность есть 6 из 6.
в мешке 4 чёрных шара и 5 зелёных шаров. какова вероятность вынуть чёрный или зелёный? других нет, и вероятность есть 9 из 9.
в мешке 2 чёрных шара и 7 зелёных шаров. какова вероятность вынуть синий? синих в мешке нет, и вероятность есть 0 из 9.
в мешке 4 синих ореха и 8 жёлтых орехов. какова вероятность вынуть чёрный? чёрных в мешке нет, и вероятность есть 0 из 12.
в мешке 2 красных ключа и 9 синих ключей. какова вероятность вынуть красный или синий? других нет, и вероятность есть 11 из 11.
в мешке 5 белых камней и 3 чёрных камня. какова вероятность вынуть белый или чёрный? других нет, и вероятность есть 8 из 8.
в мешке 3 белых камня и 5 чёрных камней. какова вероятность вынуть красный? красных в мешке нет, и вероятность есть 0 из 8.
в мешке 5 красных шаров и 7 синих шаров. какова вероятность вынуть белый? белых в мешке нет, и вероятность есть 0 из 12.

a bag holds 3 green nuts and 7 red nuts. what is the chance of drawing a red one? 3 + 7 = 10, and the chance is 7 out of 10.
a bag holds 6 yellow keys and 3 white keys. what is the chance of drawing a white one? 6 + 3 = 9, and the chance is 3 out of 9.
a bag holds 4 yellow keys and 2 white keys. what is the chance of drawing a yellow one? 4 + 2 = 6, and the chance is 4 out of 6.
a bag holds 2 blue stones and 4 yellow stones. what is the chance of drawing a yellow one? 2 + 4 = 6, and the chance is 4 out of 6.
a bag holds 4 black balls and 5 green balls. what is the chance of drawing a green one? 4 + 5 = 9, and the chance is 5 out of 9.
a bag holds 2 black balls and 7 green balls. what is the chance of drawing a black one? 2 + 7 = 9, and the chance is 2 out of 9.
a bag holds 4 blue nuts and 8 yellow nuts. what is the chance of drawing a blue one? 4 + 8 = 12, and the chance is 4 out of 12.
a bag holds 2 red keys and 9 blue keys. what is the chance of drawing a blue one? 2 + 9 = 11, and the chance is 9 out of 11.
a bag holds 5 white stones and 3 black stones. what is the chance of drawing a black one? 5 + 3 = 8, and the chance is 3 out of 8.
a bag holds 3 white stones and 5 black stones. what is the chance of drawing a white one? 3 + 5 = 8, and the chance is 3 out of 8.
a bag holds 5 red balls and 7 blue balls. what is the chance of drawing a red one? 5 + 7 = 12, and the chance is 5 out of 12.

a bag holds 3 green nuts and 7 red nuts. what is the chance of drawing a green or red one? there are no others, and the chance is 10 out of 10.
a bag holds 6 yellow keys and 3 white keys. what is the chance of drawing a yellow or white one? there are no others, and the chance is 9 out of 9.
a bag holds 4 yellow keys and 2 white keys. what is the chance of drawing a green one? the bag holds no green ones, and the chance is 0 out of 6.
a bag holds 2 blue stones and 4 yellow stones. what is the chance of drawing a blue or yellow one? there are no others, and the chance is 6 out of 6.
a bag holds 4 black balls and 5 green balls. what is the chance of drawing a black or green one? there are no others, and the chance is 9 out of 9.
a bag holds 2 black balls and 7 green balls. what is the chance of drawing a blue one? the bag holds no blue ones, and the chance is 0 out of 9.
a bag holds 4 blue nuts and 8 yellow nuts. what is the chance of drawing a black one? the bag holds no black ones, and the chance is 0 out of 12.
a bag holds 2 red keys and 9 blue keys. what is the chance of drawing a red or blue one? there are no others, and the chance is 11 out of 11.
a bag holds 5 white stones and 3 black stones. what is the chance of drawing a white or black one? there are no others, and the chance is 8 out of 8.
a bag holds 3 white stones and 5 black stones. what is the chance of drawing a red one? the bag holds no red ones, and the chance is 0 out of 8.
a bag holds 5 red balls and 7 blue balls. what is the chance of drawing a white one? the bag holds no white ones, and the chance is 0 out of 12.

в мешке 2 чёрных шара и 7 зелёных шаров. какова вероятность вынуть зелёный? 2 + 7 = 9, и вероятность есть 7 из 9.
в мешке 5 красных шаров и 7 синих шаров. какова вероятность вынуть синий? 5 + 7 = 12, и вероятность есть 7 из 12.
в мешке 4 зелёных камня и 6 красных камней. какова вероятность вынуть зелёный? 4 + 6 = 10, и вероятность есть 4 из 10.
в мешке 3 белых камня и 5 чёрных камней. какова вероятность вынуть чёрный? 3 + 5 = 8, и вероятность есть 5 из 8.
в мешке 2 жёлтых ключа и 5 белых ключей. какова вероятность вынуть жёлтый? 2 + 5 = 7, и вероятность есть 2 из 7.
в мешке 5 чёрных ключей и 4 зелёных ключа. какова вероятность вынуть чёрный? 5 + 4 = 9, и вероятность есть 5 из 9.
в мешке 4 жёлтых ключа и 2 белых ключа. какова вероятность вынуть белый? 4 + 2 = 6, и вероятность есть 2 из 6.
в мешке 3 синих ореха и 2 жёлтых ореха. какова вероятность вынуть синий? 3 + 2 = 5, и вероятность есть 3 из 5.
в мешке 6 белых орехов и 4 чёрных ореха. какова вероятность вынуть белый? 6 + 4 = 10, и вероятность есть 6 из 10.
в мешке 4 синих ореха и 8 жёлтых орехов. какова вероятность вынуть жёлтый? 4 + 8 = 12, и вероятность есть 8 из 12.
в мешке 3 красных шара и 8 синих шаров. какова вероятность вынуть красный? 3 + 8 = 11, и вероятность есть 3 из 11.

в мешке 2 чёрных шара и 7 зелёных шаров. какова вероятность вынуть чёрный или зелёный? других нет, и вероятность есть 9 из 9.
в мешке 5 красных шаров и 7 синих шаров. какова вероятность вынуть красный или синий? других нет, и вероятность есть 12 из 12.
в мешке 4 зелёных камня и 6 красных камней. какова вероятность вынуть жёлтый? жёлтых в мешке нет, и вероятность есть 0 из 10.
в мешке 3 белых камня и 5 чёрных камней. какова вероятность вынуть белый или чёрный? других нет, и вероятность есть 8 из 8.
в мешке 2 жёлтых ключа и 5 белых ключей. какова вероятность вынуть зелёный? зелёных в мешке нет, и вероятность есть 0 из 7.
в мешке 5 чёрных ключей и 4 зелёных ключа. какова вероятность вынуть синий? синих в мешке нет, и вероятность есть 0 из 9.
в мешке 4 жёлтых ключа и 2 белых ключа. какова вероятность вынуть жёлтый или белый? других нет, и вероятность есть 6 из 6.
в мешке 3 синих ореха и 2 жёлтых ореха. какова вероятность вынуть чёрный? чёрных в мешке нет, и вероятность есть 0 из 5.
в мешке 6 белых орехов и 4 чёрных ореха. какова вероятность вынуть красный? красных в мешке нет, и вероятность есть 0 из 10.
в мешке 4 синих ореха и 8 жёлтых орехов. какова вероятность вынуть синий или жёлтый? других нет, и вероятность есть 12 из 12.
в мешке 3 красных шара и 8 синих шаров. какова вероятность вынуть белый? белых в мешке нет, и вероятность есть 0 из 11.

a bag holds 2 black balls and 7 green balls. what is the chance of drawing a green one? 2 + 7 = 9, and the chance is 7 out of 9.
a bag holds 5 red balls and 7 blue balls. what is the chance of drawing a blue one? 5 + 7 = 12, and the chance is 7 out of 12.
a bag holds 4 green stones and 6 red stones. what is the chance of drawing a green one? 4 + 6 = 10, and the chance is 4 out of 10.
a bag holds 3 white stones and 5 black stones. what is the chance of drawing a black one? 3 + 5 = 8, and the chance is 5 out of 8.
a bag holds 2 yellow keys and 5 white keys. what is the chance of drawing a yellow one? 2 + 5 = 7, and the chance is 2 out of 7.
a bag holds 5 black keys and 4 green keys. what is the chance of drawing a black one? 5 + 4 = 9, and the chance is 5 out of 9.
a bag holds 4 yellow keys and 2 white keys. what is the chance of drawing a white one? 4 + 2 = 6, and the chance is 2 out of 6.
a bag holds 3 blue nuts and 2 yellow nuts. what is the chance of drawing a blue one? 3 + 2 = 5, and the chance is 3 out of 5.
a bag holds 6 white nuts and 4 black nuts. what is the chance of drawing a white one? 6 + 4 = 10, and the chance is 6 out of 10.
a bag holds 4 blue nuts and 8 yellow nuts. what is the chance of drawing a yellow one? 4 + 8 = 12, and the chance is 8 out of 12.
a bag holds 3 red balls and 8 blue balls. what is the chance of drawing a red one? 3 + 8 = 11, and the chance is 3 out of 11.

a bag holds 2 black balls and 7 green balls. what is the chance of drawing a black or green one? there are no others, and the chance is 9 out of 9.
a bag holds 5 red balls and 7 blue balls. what is the chance of drawing a red or blue one? there are no others, and the chance is 12 out of 12.
a bag holds 4 green stones and 6 red stones. what is the chance of drawing a yellow one? the bag holds no yellow ones, and the chance is 0 out of 10.
a bag holds 3 white stones and 5 black stones. what is the chance of drawing a white or black one? there are no others, and the chance is 8 out of 8.
a bag holds 2 yellow keys and 5 white keys. what is the chance of drawing a green one? the bag holds no green ones, and the chance is 0 out of 7.
a bag holds 5 black keys and 4 green keys. what is the chance of drawing a blue one? the bag holds no blue ones, and the chance is 0 out of 9.
a bag holds 4 yellow keys and 2 white keys. what is the chance of drawing a yellow or white one? there are no others, and the chance is 6 out of 6.
a bag holds 3 blue nuts and 2 yellow nuts. what is the chance of drawing a black one? the bag holds no black ones, and the chance is 0 out of 5.
a bag holds 6 white nuts and 4 black nuts. what is the chance of drawing a red one? the bag holds no red ones, and the chance is 0 out of 10.
a bag holds 4 blue nuts and 8 yellow nuts. what is the chance of drawing a blue or yellow one? there are no others, and the chance is 12 out of 12.
a bag holds 3 red balls and 8 blue balls. what is the chance of drawing a white one? the bag holds no white ones, and the chance is 0 out of 11.
